"CIQD113.Code.or.Value","CIQD113.Value.Description","CIQD113.Count","CIQD113.Cumulative","CIQD113.Skip.to.Item"
"4 to 33","Range of Values",21,21,NA
"77","Refuse",0,21,NA
"99","Don't know",3,24,NA
".","Missing",904,928,NA
