"AUXLR234.Code.or.Value","AUXLR234.Value.Description","AUXLR234.Count","AUXLR234.Cumulative","AUXLR234.Skip.to.Item"
"-31 to 47","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
