"OHQ880.Code.or.Value","OHQ880.Value.Description","OHQ880.Count","OHQ880.Cumulative","OHQ880.Skip.to.Item"
"1","Yes",989,989,NA
"2","No",3795,4784,NA
"7","Refused",0,4784,NA
"9","Don't know",29,4813,NA
".","Missing",4957,9770,NA
