"AUXLR278.Code.or.Value","AUXLR278.Value.Description","AUXLR278.Count","AUXLR278.Cumulative","AUXLR278.Skip.to.Item"
"-26 to 70","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
