"AUXRR234.Code.or.Value","AUXRR234.Value.Description","AUXRR234.Count","AUXRR234.Cumulative","AUXRR234.Skip.to.Item"
"-9 to 60","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
