"AUXRR183.Code.or.Value","AUXRR183.Value.Description","AUXRR183.Count","AUXRR183.Cumulative","AUXRR183.Skip.to.Item"
"-4 to 72","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
