"TYXP028.Code.or.Value","TYXP028.Value.Description","TYXP028.Count","TYXP028.Cumulative","TYXP028.Skip.to.Item"
"-4 to 198","Range of Values",8469,8469,NA
".","Missing",0,8469,NA
