"AUXLR132.Code.or.Value","AUXLR132.Value.Description","AUXLR132.Count","AUXLR132.Cumulative","AUXLR132.Skip.to.Item"
"-20 to 58","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
