"AUXLR203.Code.or.Value","AUXLR203.Value.Description","AUXLR203.Count","AUXLR203.Cumulative","AUXLR203.Skip.to.Item"
"-53 to 52","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
