"AUXRR119.Code.or.Value","AUXRR119.Value.Description","AUXRR119.Count","AUXRR119.Cumulative","AUXRR119.Skip.to.Item"
"-61 to 64","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
