"FSD061.Code.or.Value","FSD061.Value.Description","FSD061.Count","FSD061.Cumulative","FSD061.Skip.to.Item"
"1","Yes",1232,1232,NA
"2","No",2095,3327,NA
"7","Refused",0,3327,NA
"9","Don't know",1,3328,NA
".","Missing",6847,10175,NA
