"AUXRR122.Code.or.Value","AUXRR122.Value.Description","AUXRR122.Count","AUXRR122.Cumulative","AUXRR122.Skip.to.Item"
"-48 to 100","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
