"AUXRR144.Code.or.Value","AUXRR144.Value.Description","AUXRR144.Count","AUXRR144.Cumulative","AUXRR144.Skip.to.Item"
"-35 to 94","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
