"AUXRR184.Code.or.Value","AUXRR184.Value.Description","AUXRR184.Count","AUXRR184.Cumulative","AUXRR184.Skip.to.Item"
"-8 to 61","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
