"AUDTYR60.Code.or.Value","AUDTYR60.Value.Description","AUDTYR60.Count","AUDTYR60.Cumulative","AUDTYR60.Skip.to.Item"
"0 to 2.13","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
