"AUXLR131.Code.or.Value","AUXLR131.Value.Description","AUXLR131.Count","AUXLR131.Cumulative","AUXLR131.Skip.to.Item"
"-44 to 84","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
