"RHQ078.Code.or.Value","RHQ078.Value.Description","RHQ078.Count","RHQ078.Cumulative","RHQ078.Skip.to.Item"
"1","Yes",101,101,NA
"2","No",1815,1916,NA
"7","Refused",0,1916,NA
"9","Don't know",13,1929,NA
".","Missing",1689,3618,NA
