"AUDTYR30.Code.or.Value","AUDTYR30.Value.Description","AUDTYR30.Count","AUDTYR30.Cumulative","AUDTYR30.Skip.to.Item"
"0 to 1.53","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
