"RFXC077.Code.or.Value","RFXC077.Value.Description","RFXC077.Count","RFXC077.Cumulative","RFXC077.Skip.to.Item"
"-7.415 to 4.41","Range of Values",51064,51064,NA
".","Missing",12,51076,NA
