"AUXRR127.Code.or.Value","AUXRR127.Value.Description","AUXRR127.Count","AUXRR127.Cumulative","AUXRR127.Skip.to.Item"
"-45 to 51","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
