"AUXLR177.Code.or.Value","AUXLR177.Value.Description","AUXLR177.Count","AUXLR177.Cumulative","AUXLR177.Skip.to.Item"
"-32 to 72","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
