"AUDTYR82.Code.or.Value","AUDTYR82.Value.Description","AUDTYR82.Count","AUDTYR82.Cumulative","AUDTYR82.Skip.to.Item"
"0 to 0.59","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
