"SMD055.Code.or.Value","SMD055.Value.Description","SMD055.Count","SMD055.Cumulative","SMD055.Skip.to.Item"
"14 to 79","Range of Values",1198,1198,NA
"80","80 years or older",6,1204,NA
"777","Refused",0,1204,NA
"999","Don't know",11,1215,NA
".","Missing",5953,7168,NA
