"SMQ205.Code.or.Value","SMQ205.Value.Description","SMQ205.Count","SMQ205.Cumulative","SMQ205.Skip.to.Item"
"1 to 85","Range of Values",37,37,NA
"77777","Refused",0,37,NA
"99999","Don't know",0,37,NA
".","Missing",5374,5411,NA
