"FSD102.Code.or.Value","FSD102.Value.Description","FSD102.Count","FSD102.Cumulative","FSD102.Skip.to.Item"
"1","Almost every month,",68,68,NA
"2","Some months but not every month, or",103,171,NA
"3","Only 1 or 2 months?",64,235,NA
"7","Refused",0,235,NA
"9","Don't know",0,235,NA
".","Missing",9914,10149,NA
