"AUXLR144.Code.or.Value","AUXLR144.Value.Description","AUXLR144.Count","AUXLR144.Cumulative","AUXLR144.Skip.to.Item"
"-33 to 112","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
