"AUXLR184.Code.or.Value","AUXLR184.Value.Description","AUXLR184.Count","AUXLR184.Cumulative","AUXLR184.Skip.to.Item"
"-30 to 62","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
