"TYXP086.Code.or.Value","TYXP086.Value.Description","TYXP086.Count","TYXP086.Cumulative","TYXP086.Skip.to.Item"
"-229 to 101","Range of Values",8465,8465,NA
".","Missing",4,8469,NA
