"CIQD103.Code.or.Value","CIQD103.Value.Description","CIQD103.Count","CIQD103.Cumulative","CIQD103.Skip.to.Item"
"0 to 320","Range of Values",89,89,NA
"777","Refuse",0,89,NA
"999","Don't know",7,96,NA
".","Missing",682,778,NA
