"DBD060.Code.or.Value","DBD060.Value.Description","DBD060.Count","DBD060.Cumulative","DBD060.Skip.to.Item"
"1 to 1825","Range of Values",1276,1276,""
"0","Never on a daily basis",414,1690,"DBD080"
"777777","Refused",0,1690,""
"999999","Don't know",8,1698,""
".","Missing",8267,9965,""
