"TYXP193.Code.or.Value","TYXP193.Value.Description","TYXP193.Count","TYXP193.Cumulative","TYXP193.Skip.to.Item"
"-297 to -5","Range of Values",1094,1094,NA
".","Missing",7375,8469,NA
