"DBD895.Code.or.Value","DBD895.Value.Description","DBD895.Count","DBD895.Cumulative","DBD895.Skip.to.Item"
"1 to 21","Range of Values",6806,6806,""
"0","None",2484,9290,"DBD905"
"5555","More than 21",9,9299,""
"7777","Refused",1,9300,"DBD905"
"9999","Dont Know",4,9304,"DBD905"
".","Missing",452,9756,""
