"AUXRR110.Code.or.Value","AUXRR110.Value.Description","AUXRR110.Count","AUXRR110.Cumulative","AUXRR110.Skip.to.Item"
"-74 to 57","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
