"RFXC061.Code.or.Value","RFXC061.Value.Description","RFXC061.Count","RFXC061.Cumulative","RFXC061.Skip.to.Item"
"-7.553 to 5.253","Range of Values",33699,33699,NA
".","Missing",22,33721,NA
