"DUQ240.Code.or.Value","DUQ240.Value.Description","DUQ240.Count","DUQ240.Cumulative","DUQ240.Skip.to.Item"
"1","Yes",723,723,""
"2","No",3800,4523,"DUQ370"
"7","Refused",10,4533,"DUQ370"
"9","Don't know",7,4540,"DUQ370"
".","Missing",517,5057,""
