"SXQ703.Code.or.Value","SXQ703.Value.Description","SXQ703.Count","SXQ703.Cumulative","SXQ703.Skip.to.Item"
"1","Yes",1665,1665,NA
"2","No",594,2259,NA
"7","Refused",10,2269,NA
"9","Don't know",2,2271,NA
".","Missing",3031,5302,NA
