"AUDTYL40.Code.or.Value","AUDTYL40.Value.Description","AUDTYL40.Count","AUDTYL40.Cumulative","AUDTYL40.Skip.to.Item"
"0 to 2.03","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
