"DBQ110.Code.or.Value","DBQ110.Value.Description","DBQ110.Count","DBQ110.Cumulative","DBQ110.Skip.to.Item"
"1","Yes",7160,7160,""
"2","No",128,7288,"DBQ130"
"7","Refused",5,7293,"DBQ130"
"9","Don't know",0,7293,"DBQ130"
".","Missing",2672,9965,""
