"AUDTYR76.Code.or.Value","AUDTYR76.Value.Description","AUDTYR76.Count","AUDTYR76.Cumulative","AUDTYR76.Skip.to.Item"
"0 to 0.94","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
