"AUDTYR46.Code.or.Value","AUDTYR46.Value.Description","AUDTYR46.Count","AUDTYR46.Cumulative","AUDTYR46.Skip.to.Item"
"0 to 3.13","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
