"SXQ724.Code.or.Value","SXQ724.Value.Description","SXQ724.Count","SXQ724.Cumulative","SXQ724.Skip.to.Item"
"1 to 500","Range of Values",1769,1769,NA
"77777","Refused",9,1778,NA
"99999","Don't know",1,1779,NA
".","Missing",3278,5057,NA
