"AUXRR245.Code.or.Value","AUXRR245.Value.Description","AUXRR245.Count","AUXRR245.Cumulative","AUXRR245.Skip.to.Item"
"-11 to 31","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
