"LBD118LC.Code.or.Value","LBD118LC.Value.Description","LBD118LC.Count","LBD118LC.Cumulative","LBD118LC.Skip.to.Item"
"0","detectable result",774,774,NA
"1","below detectable limit",1152,1926,NA
".","Missing",348,2274,NA
