"FSD041.Code.or.Value","FSD041.Value.Description","FSD041.Count","FSD041.Cumulative","FSD041.Skip.to.Item"
"1","Yes",748,748,""
"2","No",2247,2995,"FSD061"
"7","Refused",0,2995,"FSD061"
"9","Don't know",0,2995,"FSD061"
".","Missing",7353,10348,""
