"VTQ230A.Code.or.Value","VTQ230A.Value.Description","VTQ230A.Count","VTQ230A.Cumulative","VTQ230A.Skip.to.Item"
"1","Yes",1380,1380,NA
"2","No",1714,3094,NA
"7","Refused",0,3094,NA
"9","Don't know",24,3118,NA
".","Missing",297,3415,NA
