"OHQ855.Code.or.Value","OHQ855.Value.Description","OHQ855.Count","OHQ855.Cumulative","OHQ855.Skip.to.Item"
"1","Yes",816,816,NA
"2","No",3986,4802,NA
"7","Refused",0,4802,NA
"9","Don't know",11,4813,NA
".","Missing",4957,9770,NA
