"SMQ720.Code.or.Value","SMQ720.Value.Description","SMQ720.Count","SMQ720.Cumulative","SMQ720.Skip.to.Item"
"1 to 60","Range of Values",1212,1212,NA
"777","Refused",1,1213,NA
"999","Don't know",0,1213,NA
".","Missing",5777,6990,NA
