"SXQ020.Code.or.Value","SXQ020.Value.Description","SXQ020.Count","SXQ020.Cumulative","SXQ020.Skip.to.Item"
"1","Yes",2418,2418,""
"2","No",175,2593,"SXQ280"
"7","Refused",4,2597,"SXQ280"
"9","Don't know",8,2605,"SXQ280"
".","Missing",233,2838,""
