"AUDTYL32.Code.or.Value","AUDTYL32.Value.Description","AUDTYL32.Count","AUDTYL32.Cumulative","AUDTYL32.Skip.to.Item"
"0 to 2.78","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
