"RHQ562.Code.or.Value","RHQ562.Value.Description","RHQ562.Count","RHQ562.Cumulative","RHQ562.Skip.to.Item"
"1","Yes",86,86,""
"2","No",323,409,"RHQ570"
"7","Refused",0,409,"RHQ570"
"9","Don't know",36,445,"RHQ570"
".","Missing",3152,3597,""
