"SMQ900.Code.or.Value","SMQ900.Value.Description","SMQ900.Count","SMQ900.Cumulative","SMQ900.Skip.to.Item"
"1","Yes",1064,1064,""
"2","No",4925,5989,"SMQ910"
"7","Refused",2,5991,"SMQ910"
"9","Don't know",1,5992,"SMQ910"
".","Missing",1009,7001,""
