"AUXLR249.Code.or.Value","AUXLR249.Value.Description","AUXLR249.Count","AUXLR249.Cumulative","AUXLR249.Skip.to.Item"
"-26 to 39","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
