"AUDTYR12.Code.or.Value","AUDTYR12.Value.Description","AUDTYR12.Count","AUDTYR12.Cumulative","AUDTYR12.Skip.to.Item"
"0 to 1.41","Range of Values",1890,1890,NA
".","Missing",156,2046,NA
