"SXQ260.Code.or.Value","SXQ260.Value.Description","SXQ260.Count","SXQ260.Cumulative","SXQ260.Skip.to.Item"
"1","Yes",114,114,NA
"2","No",2855,2969,NA
"7","Refused",1,2970,NA
"9","Don't know",4,2974,NA
".","Missing",1651,4625,NA
