"TYXP147.Code.or.Value","TYXP147.Value.Description","TYXP147.Count","TYXP147.Cumulative","TYXP147.Skip.to.Item"
"-295 to 108","Range of Values",3432,3432,NA
".","Missing",2153,5585,NA
