"AUDTYL64.Code.or.Value","AUDTYL64.Value.Description","AUDTYL64.Count","AUDTYL64.Cumulative","AUDTYL64.Skip.to.Item"
"0 to 3.16","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
