"AUXLR211.Code.or.Value","AUXLR211.Value.Description","AUXLR211.Count","AUXLR211.Cumulative","AUXLR211.Skip.to.Item"
"-199 to 65","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
