"AUDTYR39.Code.or.Value","AUDTYR39.Value.Description","AUDTYR39.Count","AUDTYR39.Cumulative","AUDTYR39.Skip.to.Item"
"0 to 2.63","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
