"KIQ026.Code.or.Value","KIQ026.Value.Description","KIQ026.Count","KIQ026.Cumulative","KIQ026.Skip.to.Item"
"1","Yes",554,554,""
"2","No",5004,5558,"KIQ005"
"7","Refused",0,5558,"KIQ005"
"9","Don't know",11,5569,"KIQ005"
".","Missing",0,5569,""
