"AUXRR136.Code.or.Value","AUXRR136.Value.Description","AUXRR136.Count","AUXRR136.Cumulative","AUXRR136.Skip.to.Item"
"-64 to 76","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
