"AUXRR164.Code.or.Value","AUXRR164.Value.Description","AUXRR164.Count","AUXRR164.Cumulative","AUXRR164.Skip.to.Item"
"-21 to 132","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
