"AUXRR159.Code.or.Value","AUXRR159.Value.Description","AUXRR159.Count","AUXRR159.Cumulative","AUXRR159.Skip.to.Item"
"-20 to 79","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
