"AUDTYL15.Code.or.Value","AUDTYL15.Value.Description","AUDTYL15.Count","AUDTYL15.Cumulative","AUDTYL15.Skip.to.Item"
"0 to 1.66","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
