"AUXRR227.Code.or.Value","AUXRR227.Value.Description","AUXRR227.Count","AUXRR227.Cumulative","AUXRR227.Skip.to.Item"
"-17 to 44","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
